alcohol,alfalfa,anise,apple juice,apples,apricots,artichoke,arugula,asparagus,basil,beans ,beef,beer,beets,berries,bread,broccoli,brussel sprouts,cabbage,cake,calories,candy,carbs,carrots,cauliflower,celery,cereal,cheese,cherries,chicken,chickpeas,chives,chocolate,cilantro,coconuts,cook level,cook style,cookies,corn,cornbread,cuisine,dairy,dates,dill,eggs,endive,fat,fennel,fiber,fish,fudge,garlic,ginger,gluten,grains,grapefruit,grapefruit juice,horseradish,hot peppers,ice cream,kale,kohlrabi,lamb,leek,lemons,lentils,lettuce,limes,lychees,mangoes,meal time,meat,melon,milk,mushrooms,nuts,okra,onions,orange juice,oranges,oregano,pancakes,parsley,parsnips,pasta,peaches,pears,peas,peppers,plums,pomeloes,portion size,potatoes,price,protein,pudding,pumpkin,radish,rhubarb,rice,rosemary,rutabegas,sage,salmon,salt,sardines,scallions,shallots,soda,sour,soy,spicy,spinach,sprouts,squash,strawberries,sweet,thyme,tomato,tortilla,tuna,turkey,turnips,waffles,wasabi,water,wine,yams,meal id
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,low,0,high,0,0,0,0,0,0,0,0,0,1,0,0,medium,grilled,0,0,1,greek,0,0,1,1,0,low,0,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,breakfast,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,large,0,medium,medium,0,0,0,0,0,0,0,0,0,high,0,0,1,0,medium,0,medium,0,0,0,0,low,0,0,0,0,0,0,1,0,0,0,0,270
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,low,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,rare,fried,0,0,0,chinese,0,0,0,1,0,low,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lunch,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,small,0,high,low,0,1,0,0,0,0,0,0,0,medium,0,0,1,1,medium,0,high,0,0,0,0,low,0,0,0,0,1,0,0,0,0,0,0,271
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,medium,0,high,0,0,0,0,1,0,0,0,0,0,0,0,well,sauteed,0,0,0,chinese,1,0,0,0,0,medium,1,medium,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,snack,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,medium,0,medium,low,0,0,0,0,0,0,0,0,1,high,0,0,0,0,high,0,low,0,0,0,0,medium,0,1,0,0,0,1,0,1,0,0,0,272
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,medium,1,low,0,1,0,1,1,0,0,0,0,0,0,0,well,steamed,0,1,1,greek,1,0,0,0,1,low,1,medium,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dinner,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,medium,1,high,low,0,0,0,0,0,0,1,0,0,high,1,0,0,0,high,0,medium,0,0,0,1,low,0,0,0,1,0,0,0,0,0,0,1,273
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,medium,0,low,0,0,0,0,1,1,1,1,0,0,0,0,medium,steamed,0,0,0,chinese,1,0,0,1,0,low,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,dinner,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,large,1,medium,medium,0,0,0,0,1,1,1,0,0,medium,0,0,0,0,low,0,low,0,1,0,0,low,1,0,0,0,1,0,1,1,0,0,0,274
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,high,0,low,0,0,0,0,0,0,1,0,0,0,0,0,medium,smoked,0,0,1,italian,0,0,0,0,0,low,0,medium,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,snack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,medium,1,high,medium,0,0,0,0,0,0,0,0,0,high,0,1,0,0,high,0,high,0,0,0,0,low,0,0,0,0,0,0,1,0,0,0,0,275
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,low,0,high,0,0,0,1,1,0,0,0,0,0,0,0,rare,grilled,1,1,0,chinese,1,0,0,0,0,low,1,low,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,dinner,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small,0,medium,low,1,0,0,0,0,0,0,0,0,medium,1,0,0,0,medium,0,low,0,0,0,0,low,0,0,0,0,1,0,0,1,0,1,0,276
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,low,1,medium,0,1,1,0,1,0,0,0,0,1,1,0,rare,sauteed,0,0,0,greek,1,0,0,0,0,low,0,medium,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,snack,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,small,0,low,medium,0,0,0,0,0,0,0,0,0,high,0,1,0,0,high,0,low,0,1,1,0,high,0,1,0,0,0,0,0,0,0,0,1,277
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,low,0,high,0,0,0,0,0,0,1,0,1,0,0,0,well,smoked,1,0,0,chinese,0,0,0,0,1,low,0,high,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,breakfast,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small,0,high,medium,0,1,0,0,0,0,0,0,0,medium,1,1,0,1,medium,0,low,0,0,0,0,medium,0,0,0,1,0,0,0,0,0,0,0,278
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,0,low,0,0,0,0,0,0,0,0,0,0,0,1,rare,sauteed,0,0,1,greek,0,0,0,0,1,low,1,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lunch,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,small,0,medium,medium,0,0,0,0,0,0,1,0,0,high,0,1,0,1,low,0,high,0,1,0,0,high,0,0,0,0,0,0,0,0,0,0,1,279
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,medium,1,high,0,0,0,0,0,0,0,0,0,0,0,0,well,smoked,1,0,1,mexican,0,0,0,0,0,low,0,high,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,breakfast,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,medium,0,high,medium,0,0,0,0,0,1,0,0,0,medium,0,0,0,0,high,0,high,0,0,0,0,low,0,0,0,0,0,0,0,0,0,0,0,280
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,low,0,high,0,0,0,0,0,0,1,0,0,0,0,0,rare,steamed,0,0,0,italian,0,0,0,0,0,medium,1,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,snack,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,large,1,medium,low,0,1,0,0,0,0,0,0,0,medium,0,0,0,1,high,1,low,1,0,0,0,high,1,0,0,0,1,0,0,0,0,0,0,281
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,high,0,low,0,0,0,0,0,0,0,1,0,0,1,0,medium,smoked,0,0,1,mexican,1,0,1,0,0,low,1,high,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snack,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,small,0,low,low,0,1,0,0,0,1,0,0,0,high,1,0,0,0,high,0,medium,0,0,0,0,high,1,1,1,0,0,1,0,0,0,0,0,282
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,low,0,low,0,0,1,0,0,0,0,0,0,0,0,0,rare,sauteed,0,0,0,chinese,0,0,0,0,0,low,1,low,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,snack,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,small,0,high,low,1,0,0,0,0,0,0,0,1,high,0,0,0,0,low,0,low,0,0,0,1,medium,0,0,0,1,1,0,0,1,0,1,0,283
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,low,0,high,0,0,0,0,1,0,0,0,0,0,0,0,medium,steamed,1,1,0,chinese,1,1,0,0,0,low,0,low,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,dinner,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,small,1,high,low,0,0,0,0,0,1,0,0,0,medium,0,1,0,0,high,0,medium,0,0,0,0,low,1,0,0,0,0,0,0,0,0,1,0,284
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,high,0,medium,0,0,1,0,1,0,0,0,0,0,1,0,medium,grilled,0,0,0,french,1,0,0,0,0,low,0,high,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lunch,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,medium,0,high,low,0,0,0,0,0,0,1,1,0,high,0,0,1,0,high,1,medium,0,0,0,0,low,0,0,0,1,0,0,0,0,0,0,0,285
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,medium,0,low,0,1,0,1,0,0,0,1,0,0,0,0,well,steamed,0,0,1,greek,0,0,0,0,0,high,0,high,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,snack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large,0,high,medium,1,1,0,0,1,0,0,0,0,medium,0,0,0,0,low,0,high,0,0,1,0,low,0,1,0,1,0,0,1,0,1,0,0,286
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,low,1,medium,0,1,1,0,0,0,0,0,0,0,0,1,well,sauteed,0,1,0,greek,0,0,1,0,0,low,0,low,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,dinner,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,large,0,high,medium,0,0,0,0,0,0,0,0,0,high,0,0,0,0,medium,0,low,0,0,0,1,low,0,0,0,1,0,0,0,1,0,0,0,287
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,high,0,medium,0,0,0,0,1,0,0,0,0,0,0,0,medium,grilled,0,0,0,mexican,1,1,0,0,0,low,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,breakfast,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,small,0,medium,low,0,1,0,0,0,0,0,0,0,high,0,0,0,0,low,0,low,0,0,0,0,high,0,0,0,0,0,1,0,1,0,1,0,288
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,low,0,medium,1,0,0,0,0,0,1,0,1,0,0,0,medium,fried,0,0,0,greek,0,0,0,0,0,high,0,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,breakfast,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,medium,0,low,low,0,0,0,0,0,0,0,1,1,medium,0,0,0,0,low,0,high,0,0,0,0,high,1,0,0,0,0,1,0,0,0,0,1,289
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,low,0,low,0,0,0,1,0,1,0,0,0,0,1,0,well,smoked,0,0,0,italian,1,0,0,0,1,low,0,low,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,snack,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,medium,0,low,low,0,0,0,0,1,0,1,0,0,high,0,0,0,0,low,0,high,0,0,0,0,medium,1,0,0,0,0,0,0,0,0,1,1,290
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,0,low,1,0,0,0,0,0,0,1,0,0,1,0,well,steamed,0,0,0,chinese,1,1,0,0,0,low,0,high,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,snack,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,large,1,low,medium,0,1,0,0,0,0,0,0,1,high,0,0,0,0,high,0,medium,0,0,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,291
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,medium,1,medium,0,0,0,0,0,0,0,0,0,0,0,1,well,smoked,0,0,0,greek,1,1,0,0,1,low,0,low,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,breakfast,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,large,0,high,low,0,0,0,0,0,0,0,1,0,high,0,0,0,0,high,0,low,1,0,0,0,high,0,0,0,0,0,0,0,0,0,0,0,292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0,low,0,0,0,1,0,1,1,0,1,0,0,0,well,steamed,0,0,0,chinese,0,0,0,1,0,medium,0,high,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,breakfast,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,large,0,medium,medium,1,0,0,0,0,1,0,0,0,medium,0,0,1,0,medium,0,high,0,0,1,0,high,0,0,1,1,0,0,0,0,0,0,0,293
0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,low,0,medium,0,0,0,0,0,0,0,0,0,0,1,1,well,grilled,0,0,0,french,0,0,0,0,1,medium,0,medium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dinner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,medium,0,low,medium,1,0,1,1,1,1,1,0,0,medium,0,0,0,0,medium,0,high,0,0,0,0,high,0,0,0,0,0,0,0,0,0,0,1,294
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,medium,0,high,0,0,0,1,0,0,1,0,0,0,1,0,medium,sauteed,0,0,0,mexican,0,0,1,1,0,medium,0,low,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,snack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,medium,0,high,medium,0,0,1,0,0,1,0,0,0,high,0,0,1,0,medium,0,low,0,0,0,1,medium,0,0,0,0,1,0,0,0,0,0,0,295
0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,low,0,medium,0,0,0,0,1,1,0,0,0,0,0,0,well,smoked,1,0,0,french,1,0,0,0,0,low,0,low,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,snack,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,medium,0,low,low,0,0,0,0,0,0,0,0,0,high,0,0,0,0,low,0,high,0,1,0,0,low,0,1,0,0,0,0,0,0,1,0,0,296
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,1,low,0,0,0,1,0,0,0,0,0,0,0,0,rare,steamed,0,0,0,french,0,0,0,0,0,medium,0,medium,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,breakfast,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,small,0,low,medium,0,1,0,0,0,0,0,0,1,high,0,0,1,0,low,0,high,0,1,0,1,medium,0,0,0,0,0,0,0,0,0,1,0,297
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,medium,0,medium,0,0,0,1,0,0,0,0,0,0,0,0,well,smoked,0,0,0,french,0,0,0,0,0,low,0,high,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,snack,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,small,0,medium,medium,0,0,0,1,0,1,0,0,1,low,0,0,0,0,medium,0,low,0,0,0,0,medium,0,0,0,0,0,0,0,1,0,0,1,298
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,low,0,high,0,0,1,0,0,0,0,0,0,0,0,0,well,grilled,0,0,0,french,0,1,0,0,0,low,0,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,breakfast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,large,0,high,medium,0,0,0,0,0,0,1,0,0,high,0,0,0,0,medium,0,low,0,0,0,0,medium,0,0,0,0,1,1,1,0,0,0,0,299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,medium,0,low,0,0,0,0,1,0,0,0,1,0,0,0,rare,grilled,0,0,0,mexican,1,0,0,1,0,low,0,low,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,breakfast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,large,1,low,medium,1,1,0,0,0,1,1,0,1,high,1,0,1,0,medium,0,medium,0,0,0,0,low,0,0,1,0,1,0,0,1,0,0,0,300
0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,medium,1,low,0,0,0,0,1,0,0,0,0,0,0,1,medium,fried,1,1,1,greek,1,0,0,0,1,low,0,high,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,dinner,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,large,0,high,low,0,0,0,0,0,0,0,0,0,high,0,0,1,0,low,0,low,0,0,0,0,low,0,0,0,0,0,1,0,1,0,0,0,301
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,medium,0,medium,0,0,0,0,1,0,0,0,0,0,0,0,well,fried,1,0,0,italian,1,1,0,0,0,low,0,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,dinner,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,small,0,medium,low,1,0,0,0,0,0,0,0,0,medium,0,0,0,0,low,1,high,0,0,1,0,high,0,0,0,0,0,0,0,0,0,0,0,302
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,0,medium,0,0,0,0,0,0,1,1,0,0,0,1,well,sauteed,0,0,0,greek,0,0,0,0,0,medium,0,medium,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,dinner,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,large,0,low,low,0,0,1,1,0,0,0,0,0,medium,0,0,0,0,high,0,high,0,0,0,0,low,0,0,1,0,1,0,0,0,0,0,0,303
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,low,0,medium,0,0,1,0,0,0,0,0,1,0,0,0,well,fried,1,0,0,french,0,0,0,0,1,high,0,low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,snack,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,small,0,medium,medium,0,0,0,0,0,0,0,0,0,high,0,0,0,0,low,1,low,0,0,0,0,high,0,0,0,1,0,0,0,1,0,0,0,304
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,low,0,low,1,0,0,0,0,1,0,0,0,0,0,0,well,grilled,0,0,0,italian,1,0,0,0,0,low,0,high,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,lunch,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,large,1,medium,low,0,0,0,0,0,0,1,0,1,high,0,0,0,0,high,0,low,0,0,0,0,low,0,0,0,0,0,0,0,1,1,0,0,305
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,medium,0,low,0,0,0,0,0,0,0,0,0,0,1,0,medium,grilled,0,1,0,chinese,1,0,0,0,0,low,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lunch,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,large,0,high,medium,0,0,0,0,0,0,0,0,0,high,0,0,0,0,low,0,medium,0,1,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,306
0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,medium,0,medium,0,0,0,0,0,0,0,0,0,0,1,0,rare,fried,0,0,0,chinese,0,0,1,0,0,low,0,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snack,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,small,1,medium,low,0,0,0,0,0,0,0,0,0,low,0,1,1,0,low,1,high,0,0,0,0,medium,0,0,0,0,0,0,0,0,0,0,1,307
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,high,0,medium,1,1,0,0,0,0,0,0,0,0,1,0,medium,sauteed,0,0,0,chinese,0,0,1,0,0,medium,1,low,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,snack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0,medium,low,0,0,0,0,0,0,0,0,0,high,0,0,0,0,high,0,medium,0,0,0,1,low,0,0,0,1,0,0,1,0,0,0,1,308
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,low,0,high,0,1,1,0,0,0,1,0,0,0,0,0,well,fried,0,0,0,mexican,0,0,0,0,0,medium,0,medium,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dinner,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,medium,0,high,low,0,1,0,0,0,0,0,0,1,low,1,0,1,0,medium,0,medium,1,0,0,0,medium,0,1,0,0,0,0,0,0,0,0,0,309
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,medium,0,medium,0,1,0,0,0,0,0,0,1,0,0,0,medium,sauteed,0,0,0,french,1,0,0,0,0,low,0,low,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,snack,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,medium,0,high,medium,0,0,0,0,0,1,0,0,0,high,0,1,0,1,medium,0,low,0,0,0,0,medium,0,1,0,0,0,0,0,1,0,0,0,310
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,low,0,high,0,0,0,0,0,0,0,0,0,0,0,0,medium,fried,0,0,0,chinese,0,0,0,0,0,high,0,low,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,breakfast,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,small,1,high,low,0,0,0,0,0,0,0,0,1,high,0,0,0,1,low,0,medium,0,0,0,0,medium,1,0,0,0,0,0,0,0,0,0,0,311
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,high,1,low,0,0,0,0,0,0,0,1,0,0,0,0,well,steamed,0,0,0,italian,0,0,0,1,0,low,0,low,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,lunch,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,small,1,medium,low,0,1,0,0,0,0,0,0,1,high,0,0,0,0,low,0,low,1,0,0,0,medium,0,1,0,1,0,0,0,0,0,0,1,312
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,low,0,low,0,0,0,0,0,0,0,0,0,0,1,0,rare,smoked,0,0,0,french,0,0,0,0,0,low,0,low,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,snack,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,large,0,high,medium,0,0,0,0,1,0,0,0,0,high,0,1,0,0,low,0,low,0,1,0,0,high,0,1,1,0,0,0,0,0,0,1,1,313
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,low,1,high,0,1,0,0,0,0,0,0,1,0,0,0,rare,fried,1,0,0,french,1,0,0,0,0,high,1,low,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,dinner,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,small,0,medium,medium,0,1,0,0,0,0,1,0,0,high,0,0,0,0,low,0,high,0,0,0,1,medium,0,0,0,1,0,0,0,0,0,1,0,314
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,low,0,medium,1,0,0,0,1,0,0,0,0,1,0,0,rare,fried,0,0,0,chinese,1,0,0,0,0,low,0,low,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lunch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,large,0,high,medium,0,1,0,0,0,0,0,0,0,low,0,0,0,0,high,0,medium,0,0,0,0,high,0,0,0,0,0,0,0,0,1,0,0,315
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,high,0,low,0,0,0,1,0,0,0,0,0,0,0,0,well,grilled,0,0,1,italian,1,0,0,0,0,high,1,low,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,breakfast,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,large,0,high,high,0,0,0,1,0,0,0,0,0,medium,0,0,0,0,low,0,low,0,0,0,1,low,0,1,1,0,0,0,0,1,0,0,1,316
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,high,1,low,0,0,0,0,0,1,0,0,0,0,0,0,rare,sauteed,0,0,0,italian,0,0,0,0,0,medium,1,low,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,snack,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,medium,0,high,low,0,0,0,0,0,1,0,0,1,high,1,0,0,0,medium,1,high,0,0,1,0,low,0,1,0,0,1,1,0,0,0,0,0,317
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,low,1,low,0,0,0,0,0,0,0,0,0,1,0,0,well,sauteed,1,0,0,french,1,0,0,0,0,low,0,high,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,dinner,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,medium,0,low,medium,0,1,0,0,0,0,0,0,1,high,0,1,0,0,high,0,medium,0,0,1,0,high,0,0,0,0,0,0,0,0,0,0,0,318
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,medium,0,medium,1,0,0,0,1,1,0,0,0,0,0,0,rare,fried,0,0,0,chinese,1,0,1,0,0,low,0,low,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,breakfast,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,small,0,high,low,0,0,0,0,0,0,0,0,0,high,0,0,0,0,low,0,high,0,0,0,0,low,0,0,1,0,1,0,0,0,0,0,0,319
