alcohol,alfalfa,anise,apple juice,apples,apricots,artichoke,arugula,asparagus,basil,beans ,beef,beer,beets,berries,bread,broccoli,brussel sprouts,cabbage,cake,calories,candy,carbs,carrots,cauliflower,celery,cereal,cheese,cherries,chicken,chickpeas,chives,chocolate,cilantro,coconuts,cook level,cook style,cookies,corn,cornbread,cuisine,dairy,dates,dill,eggs,endive,fat,fennel,fiber,fish,fudge,garlic,ginger,gluten,grains,grapefruit,grapefruit juice,horseradish,hot peppers,ice cream,kale,kohlrabi,lamb,leek,lemons,lentils,lettuce,limes,lychees,mangoes,meal time,meat,melon,milk,mushrooms,nuts,okra,onions,orange juice,oranges,oregano,pancakes,parsley,parsnips,pasta,peaches,pears,peas,peppers,plums,pomeloes,portion size,potatoes,price,protein,pudding,pumpkin,radish,rhubarb,rice,rosemary,rutabegas,sage,salmon,salt,sardines,scallions,shallots,soda,sour,soy,spicy,spinach,sprouts,squash,strawberries,sweet,thyme,tomato,tortilla,tuna,turkey,turnips,waffles,wasabi,water,wine,yams,meal id
1,,,,,,,,,,,0,1,,,,,,1,,,,high,,,1,,0,0,,,,,,,well,grilled,0,,,french,,1,,,,,0,,,1,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,high,,,0,,,,0,1,,,high,,,,0,medium,,,,,,,,,,0,,,1,1,,,,,299
1,,,,,,,,,,,,1,,,,,,,,,,,,,1,0,,0,,,,,,,well,grilled,,,,french,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,breakfast,1,0,,,,,,,,,,,,,,,,,,0,,,high,medium,,,,0,,,1,,,,0,0,,,,0,low,,0,,,medium,,,,,,1,,0,,,,299
1,,0,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,0,,,well,grilled,,,,french,,1,,,,,,,,,,,,,,0,,1,,,,,,,1,,,1,,breakfast,1,,,,,,,,,0,,,,,,,,1,,,large,,,,,,,,,,,0,,,,,,,medium,,,,,,,medium,0,,,,1,1,1,,,,,299
,0,1,,0,,1,,,1,,1,0,,,1,,,,,,1,low,,,,,,,,,,,,1,,,1,1,1,greek,1,,,,1,low,,,,,,,1,0,1,,0,,,,,,1,,1,,,1,,dinner,1,0,,,,,,,,0,,,,1,,,,0,,,large,,,,,,,,,,,,,,,,,,,0,low,,0,,,,,,,,,1,,1,,,,301
0,,1,,,,1,,,,0,1,,,,,,,,,medium,1,low,,,,0,1,,0,,,0,0,,medium,,1,1,,greek,1,,,,1,,,,0,,,,1,,1,1,,1,,,,,1,,1,,,1,,,1,,,,,,,,1,,,,,1,,1,,,,,large,,high,,,,,,,,,,,high,,,,0,,,,,,,,,,,,,,,,1,0,,,301
,,,,,,1,,,,,1,,,,1,,,,,medium,1,low,,,,,1,,,,,,0,1,medium,fried,1,1,1,,1,,0,,1,,0,,,0,,,1,,1,,,1,,,,,1,,1,0,,1,,,1,,,1,,,,,,,,,,1,,,,,0,,large,0,high,low,,,,,0,,,,,,,,,0,,0,low,,,,0,low,,,,,,1,,,,,,301
,,,0,,,1,0,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,fried,1,1,1,,1,,,,,low,,,,,,,1,,1,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,1,,1,,,,,large,0,high,,,0,,,,,,0,,,,,1,,,,,,,0,,low,,0,,,,,,,,,,301
,,1,0,,,1,,,,0,1,,,,1,,,,,medium,,,,,,,1,,,,,,,,medium,,1,1,1,,1,,,,1,low,,high,,,,,1,,1,1,,1,,,,,1,,1,,,1,,,1,,,,,,,,1,,,0,,,,,,,,,,,,low,,,,,,,,,,high,,,1,,low,,,,0,,,,,,,,,1,,1,,,,301
,,,,,,,,,,,0,,,,,,,,,,,,,0,,,1,,,0,,,,,,fried,1,,,,,1,,,,,,low,0,,,,,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,small,,medium,low,1,,,,,,,0,,medium,,,,,low,,high,,,1,,,,,,,,,,,,,,302
,0,,0,,1,,,,1,,,,,,,,0,,,,0,,,,,,1,0,0,,,,,,,,1,,,,1,,,0,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,0,,,0,,,,,,,0,,,1,0,0,,,medium,low,1,,,,,,,,,,,,,,low,,,,,1,,,,,,0,0,,,,,,,302
,,,,,1,,,,1,,0,,,,,,,,,medium,0,,,,,0,,,,,,,,,well,fried,1,,,,,1,,,,low,,,,,,,,,,0,0,,,,,,,,,0,,,0,dinner,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,0,,,low,1,,,,,,high,,,,,0,,,0,,,0,302
,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,0,,,1,,,,,1,,,0,,,greek,,,,,,,,,,,0,0,,,,,,,,1,,,1,,1,,,,,dinner,1,,,,,,,,,,,,,,0,,,1,,,,,low,,,,1,,,,,,,medium,,,0,,high,0,high,,,,,,,,1,,1,,,,,,,303
,,,1,,,,1,,1,,0,,,0,,,,,,low,,,,,0,,0,,1,,,,,,well,sauteed,,,,,,,,,,medium,,,,1,,,1,,,,,,,1,,,,,1,,0,,,,1,,,,,,,,,1,,,0,0,,,,1,0,,,,,low,,,1,,,,,,,,,,0,,high,,,,,,0,,,,1,,1,,,0,,,,303
,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,well,,0,,,,,,,,,,,medium,,,,,1,,,,,,,1,,,1,0,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,large,,,low,,,,1,,,,,,,,,,,high,,high,,,,,low,,,1,,,0,0,,,,,303
,,,1,,,,1,,1,,,0,,,0,,,,,,,,,,,,,,1,1,0,,,1,,sauteed,,0,,,,,,,0,medium,0,,0,1,,,1,,,0,,,0,1,,,1,,1,,0,0,,,1,,,,,,,,,,0,,,,,,,1,,,large,,,,,,,1,,,,0,,medium,,,,,,,,,,,,low,,,1,,1,0,0,,,,0,303
,,,,,,,,,,1,,,,,,1,1,,,low,,,,,,,0,,,,1,,,,well,,,,,french,,,,,,high,,,1,,0,,0,,,,,,0,,,,,,,,,,,snack,,,,1,0,,,,1,,0,,1,,,,,1,1,1,,,,,,,,0,,,,,,,,,,0,,1,,,,,,high,,,,,,0,,1,,,,304
,,,,,,,,,,1,,,,,,1,1,,,,,,,,1,,0,,,,1,0,,,well,fried,1,0,,french,0,,,,1,,,,1,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,0,,1,,,1,1,,,,1,,1,,,,medium,,,0,,0,,0,,,,high,,,,,,1,,,,,,high,,,0,1,0,,,,,,,304
,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,fried,,,,french,,,0,,1,,,,1,0,,,,,,,,,,1,,,0,,,,0,,,snack,,,,1,,,,,1,,,1,1,,1,,1,1,1,1,,,medium,,,,,,,,,0,0,high,,,0,0,,1,low,0,,,,,,,,,,,,1,,,,304
,,,0,,0,,,,1,,,,1,0,,,,,,,0,low,1,,,,,1,,,,0,,,,,,,,,1,,,,,,,,1,1,,1,,,,1,,,1,0,,,,,,,,,,lunch,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,low,,,,,,,,1,,,,305
,,,,0,,,,,,,1,,0,1,,1,,,,medium,,,,,,,,,,0,,,1,,,grilled,,1,,chinese,,,,,,low,,high,0,,,,,,,,,,,0,,,,,,,,,,,,,1,,,1,,,,,,,,,0,,,,,,,,,medium,,,,,,,0,,,,,,,,low,,medium,,1,,,,,,,,,,,,,,,306
,,0,,0,,,,,,,1,,,1,0,1,,,,medium,,,,,,,,,,,,0,1,,,,,1,,,1,,,,,,1,high,0,,,0,,,,,,,,,,,,,,,,0,,lunch,,1,1,,,,0,,,,,,,,,,,,,,large,,,medium,,,,,,,,,,,,0,,,low,,medium,,1,,,medium,,,,,,,,,,,,306
,,,,,,,,,,,1,0,,1,,1,,,,,,,,,,,,,,,,,,,,grilled,,1,,chinese,1,,,,,,1,high,0,,,,,,,,,,,,,,,,,,,,,lunch,1,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,306
,,0,0,,,,,,,,,,,1,,1,,,,medium,0,,,0,,,,,,,,,1,,,grilled,0,1,,chinese,1,,,,0,low,1,,,,0,,,,,,,,,0,,,,,,,,,,lunch,1,1,1,0,,1,0,,,,,,,,,,,,,,large,,,medium,,,,,,,,,,high,,,,,low,,medium,,,,,medium,,,0,,,,,,,,,306
,1,,1,,,,,1,1,0,1,,,,,,,,,,,medium,,,,,0,,,,,,1,,,,0,,,chinese,,,1,,,low,,low,,,,1,,,,,0,,,,,,,,,0,,,,,1,,,,1,,0,,1,,,,1,,,,,,,,small,1,medium,,,,,,0,,,,,,,,1,,low,1,,,,,,,,,,,,,,,0,,,307
,1,,1,,,0,,,1,,,,,,0,,,,,medium,,,,,,,,0,,,,,1,,,fried,0,,0,,,,1,,,low,,low,,,,1,,,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,1,,1,,0,,,,small,1,medium,,,,,,0,0,0,,,low,,,,,low,,high,,,,0,medium,,,,,,,,,,,1,307
,,,1,1,,,,,,0,,,0,,,1,1,,,high,,,1,,,0,,,,,,,1,,,sauteed,,,,chinese,0,,,,,,1,low,,,0,,,,,1,,,,,,0,1,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,high,,,,,,,,,,,1,,,,,,,,308
,,,1,1,,,,,0,,,0,,,,1,1,,,high,,,,,,,,,,,,,1,0,,,,,,,,,,,,medium,,,1,,,0,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,0,medium,,,,0,0,0,,,,,,0,,,,,,medium,,,,1,,,,,1,,0,,,,,1,308
,,1,,1,,,,,,,,0,,,,1,,,,high,,,1,,,,,,,,,,1,,,,,,,chinese,,,1,,,,1,,1,,,,0,,,1,,,,,,,1,,,,,,0,snack,,,,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,,,,,high,,,,0,,,medium,,,0,1,low,,,,1,,,1,,,,1,308
,,,,,,,,,,,,,,,,,,,0,low,,,,1,1,0,,,,,,,,,well,,,,,mexican,,,,,0,,,medium,1,,1,0,,,,,,,,,,,,,,0,,,,dinner,,,,,,,1,0,,,1,,,,,,1,,,,,0,,,0,1,,,,,0,,,,1,,1,,,0,,1,,,,,,1,0,,,0,,,,,,309
,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,0,,,1,,,,,,well,fried,,,,,0,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,dinner,1,,,,,,1,,0,,,,,,,,,,,,medium,,high,low,,,,,,0,0,0,1,,,,1,,,,medium,1,,0,,,,1,0,,,,,,0,,0,309
,1,1,,,,,,,0,,,,,,,,,,,low,,,0,,1,0,,0,,,,,,,well,fried,,,,,,,,,,,,medium,,,1,,1,,,,,,,,,,,0,0,,,0,,dinner,1,,,,,0,,,0,,1,,0,,,,1,,,0,,,high,low,,,,,,,,0,1,low,1,,,,medium,,,1,,,,,0,,,,,,,,,,0,309
,1,1,,,,,,,,,,,,0,1,,,,,low,,high,,1,1,,0,,,,0,,,0,well,,,,,,,,,,,,,medium,1,,,,1,,,,0,,,,0,,,,,,,,,,,,,0,,,1,,,,1,,,,,,1,,,,medium,,high,,0,,,,,,,,,,,,1,,,0,,,,0,,,,1,0,,,,0,0,,,,309
,,1,,,,,,,,,,,,0,1,,,,0,,,,,1,1,,,,1,,,,,,well,,,,,,,0,,,,medium,,medium,1,,1,,1,,,,0,,,,,,,,,,,,,,1,,,0,,,1,,,,1,,,,,,1,,0,0,medium,,,,,1,,0,,,,,1,,,,,0,medium,,,1,,,,,0,1,,,,,,,,0,,309
,,,,,,,1,1,,,1,0,,,,,,1,1,medium,,,,1,,,,,,,1,,,,,sauteed,,,,,1,,,,,low,0,low,,1,,,,,,,,,,,,,,1,0,,,1,1,snack,1,1,,,,1,,,1,,,0,0,0,,,,,,,medium,,,,,,,,,,0,,,high,,1,,,medium,,low,,,,,medium,,,,,,,,1,,,,310
,0,1,,0,,,,1,,,,,,,,,,1,1,medium,0,medium,,1,,,,,,,1,,,,medium,sauteed,,,,french,1,,,,,low,,low,,,,1,,,,,0,,,,,,,1,0,,,,,,1,1,,1,,1,,,,,,,,,0,,,,,0,medium,,high,medium,0,,,,,1,,,,,,1,,1,,0,,0,,,,medium,,1,0,,,0,,1,,,,310
,,,,,,0,1,1,0,,1,,,,,,,1,1,,,medium,,1,,,,,,,,,,,,,,,,,,,,,0,,,low,0,,,1,,0,,0,,,,,0,,,1,0,0,,,1,,1,1,1,1,,,,,,,0,0,,0,,,,,,,medium,,high,,,,,,,1,,,,high,,1,,1,medium,,low,,,,,,,1,,,0,,,1,,,,310
,,,1,,,,,,,1,,,,,,,0,1,,low,,,,,,,,,,,,,,,,fried,0,,0,,,,,,,,,,1,,,1,0,,,,,,,,,,,1,,1,,,,,0,,,,,,,,1,,,,,,,,,,,,,1,,low,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,311
,,,,,,,,,1,,,,,,,,,,,high,,,,,,0,,,,1,,,,,,,,,,,,,0,1,,low,,low,,0,,,1,,1,0,,,,,1,0,,,,,1,1,,lunch,,,,,1,,1,,,,,1,,1,,,0,,,,,1,,,,1,,,,,,,,high,,,,,,,low,,,,,medium,,1,,1,0,,,,,,,312
,,,,,,,,0,1,,,,,,1,0,,,,high,1,,0,0,,0,,,,,,,,,well,,,,,italian,,,,1,,low,,low,1,0,,,,,,,,,,,,,,,1,,1,1,1,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,1,,,,0,,,,,,,,0,low,,,1,,,,,,1,,,,,0,,,0,,312
0,,,0,,,,,,,,,,,,1,0,,,,,1,low,,,,,,,,1,,,,,well,steamed,,,,,,,,1,0,low,,low,1,,,,,0,,,,0,0,,1,,,,,,1,1,1,,,,,,1,,1,,,,,1,,1,,,,,,,small,1,,low,,1,0,0,,,,,1,,0,,0,,low,,low,1,,,,,,1,,1,,,,,,,,312
,,,,0,,,,,1,0,,0,0,,1,,,,,,1,low,,,,,,,0,1,,,,,well,,,,,italian,,,,1,,,,low,1,,,,,,1,,,,,,1,0,,0,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,0,,1,,,,1,,,,,,,,,,,,,low,,,,,,,,,1,,1,,0,,,,,,312
,,,0,,,0,,0,1,0,,,0,,1,,,,0,,,,,,,,,,,1,,,0,,,,,,,,0,,,1,0,low,,low,1,,,,1,,,,,,0,0,1,,,,,,1,,1,,,,0,,,0,1,,,,,,,1,,,,,,0,,1,,low,0,1,,,,,,,,,0,,,,low,,low,1,0,,,medium,,1,,1,0,,,,,,1,312
1,,,,0,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,1,,rare,,,,,,,,0,,,,,,,,,,1,1,,,,,,,,,,,0,,,,1,,0,,,,,,,,,0,1,,,,,,,,,,large,,high,,,,,,1,,,,,,0,,,,,,,,1,,,high,,1,1,,,,,,,,,313
1,,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,low,,low,,0,,,1,1,0,,0,1,,,,,,,,0,,,1,,,,,,,0,,,,,,,,,,,,1,,,,,high,,,,,,1,,,0,,high,,1,,,,0,,,,,0,,,1,1,,,,,0,,1,1,313
,,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,0,,,,,,fried,,,,,1,,,,0,,1,,,,,0,,,,,,,1,,,0,,,,,,1,,dinner,,1,,,,0,,,1,,,,,,,,,1,,1,,,,,,1,,,,,1,,,,,,0,,,,,,,0,1,,0,,,1,0,,,,,1,,314
1,,,,0,1,,0,,,,0,,,0,,0,,,1,,,high,,1,,,,,,,1,,0,,,,,,,,1,,,,,,1,,1,,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,0,,,,314
,,,,,1,,,,0,,,1,,,,,,,,,,high,,1,,,,,,,1,,,,rare,,1,,,,1,,,,,high,1,low,,,,,,,,,,,1,,,,,,,,,1,,,0,1,,,,,,,1,,,,,,,,,,,1,small,,,,0,1,,,,,1,0,,,,,,,,,,,,0,,,,,,1,,,,,,1,,314
1,,0,,,0,,1,,,,,1,,,1,,,1,,,,,,,,,1,,,,,1,0,0,rare,fried,,,,,1,,,0,,,,,,1,,0,1,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,high,medium,,1,,,,,0,,,low,,0,,,,,,,,,,high,,,0,,,0,,,1,,,315
1,,,,0,,,,,,,,,,,1,,,1,,low,,medium,1,,,,1,,,,,1,,0,rare,,,0,,,1,,0,,,,,,,1,,,,,,,,,,,,,,,,0,,,,lunch,0,,,,,0,,,,,,,,1,1,,,,,,,,,,,1,0,,,,,,,,,0,,0,,,medium,,,,,high,,,,,,,,,1,,,315
,,,1,,0,,,,,,,,,,,1,,,,high,,low,,,,,,1,,,0,,,,,,,,,,,,,,,medium,1,low,,,1,1,,,,0,1,,,,,1,,1,,,,,,,1,,,,,,,,,0,,0,,0,,,,,1,0,,,high,,,0,,,0,1,,,1,,,,,0,medium,,high,,,1,,,,1,,,1,1,,,,,,317
,,,,1,,,,,,,,,,,0,,0,,,high,1,low,,,,,,,0,,,,,,,,,,,italian,,,,,,,,,,,1,1,,,,,1,,,,,1,,1,,,,0,,snack,1,,,,0,,0,,,0,,,,0,,,,,1,,medium,0,,,,0,,0,,,,0,1,,1,,0,,,1,high,,0,,,,,,,0,1,,,,,,,317
,,,,,,,,,,,,,0,,,1,,,,high,1,low,,,,,,1,,,,,0,,,,,,,italian,,,,,,medium,1,,1,,1,1,,,,,1,,,,,1,,1,,,,,,,1,,,,,,,,,0,1,,0,,,,,,1,,,,,low,,0,,,,1,,,1,,1,,,,medium,1,high,,,,,low,,1,,,,1,0,,,,0,317
,,0,1,1,,0,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,rare,sauteed,,,,,0,,,,,medium,1,low,1,,1,,,,,,1,,,,,1,,1,,,0,,,,1,,,,,,,,,0,1,,,0,,,,,1,,medium,,,,,,,0,,,,,1,high,1,0,,,medium,1,,,,,,low,,1,0,0,,,,,,,,317
,1,,,,,,,,,,,,,,,,,1,,low,1,low,,,,,,,,,,1,,,well,,1,,,french,1,,0,,,low,,,1,,,,,,1,,,,,,,,,,1,,,,,dinner,,0,1,0,,,,0,,,,,,,1,,,,,,,,,medium,0,1,,,,,,,1,high,,,,,,,,,,1,,,,,0,,,,,,,,,318
,1,,,0,,,,,1,,,,,,,,,1,,low,,,,,,,,,,,,1,,,,,,,,,1,0,,,,,,,1,0,,,,,1,,,,,,1,,,,1,,,,0,,,,,,,,,,0,,,,,,1,,,,,,,,low,,,1,,,,,,0,1,,,,,,,0,medium,,,,,,,,,,,,0,,,,,318
,,,0,,,,,,,,,1,,,1,,,,1,medium,,medium,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,0,,0,,,,,,1,,,breakfast,1,,,,,,,,0,,,,,,,,1,0,,1,,,,low,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,0,,,319
,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,1,,,low,,low,,,,1,1,1,,,,,,,,,,,,0,1,,,,1,1,,,0,,,,0,,,0,,,0,,1,,,,,,high,,0,,,,,,,,,high,,,0,,low,,high,0,,,,low,,,1,0,,,,,,0,,319
0,,,,,,,1,,1,,,,,,1,1,,,0,high,,high,,,,,,,,0,,,,1,rare,,1,,1,chinese,0,0,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,lunch,,1,,1,1,,,,,,,1,,,,,,,1,,large,,high,,,,,,,,,1,,high,,,1,,medium,,,1,,,1,,,,,1,,,,,,,0,320
,,,,,1,,,,,,,,,,,,1,,,low,,,,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,0,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,,,,low,,,,1,,,,0,,high,,,,,,,low,,0,0,,,,,,,,,,1,,,,321
1,0,1,,,,,,,,1,,1,,,,,1,,1,,0,,1,,,0,1,,,,,0,,,medium,,0,,,,,,1,,,low,,low,,,,,1,,1,,1,0,,1,,,,,1,,,,0,,,,,,,,,,,0,,,,,1,,,1,,,,,high,medium,,,,1,0,,1,,,high,0,0,1,,,,high,,,,,,,,1,,,,,,,1,1,322
,,1,,,,1,,1,,1,,1,0,,,,1,,,,,medium,1,,,,,0,,,0,,1,,,,,0,,,1,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,small,,high,medium,0,,,,,,1,,0,high,,,1,,,,,,,,,high,,,1,,,,,,,1,1,322
,,,,,,,,,,,0,1,0,,1,,,,,medium,1,,1,,,1,,,,,,0,,,,sauteed,0,,,french,,0,,,,low,,low,,,,,1,,1,1,,,,,,,,1,,0,0,,,dinner,,,,1,,,,,,,,1,0,,,,,,,,,,high,,,,1,,,,,,,medium,,,,,low,,low,,,,0,,0,,,,,,,,,,,323
,,,,,,,,,,,0,1,,,,,,,,medium,1,,1,,,1,,,,,,,,1,,,,,,,,,,,0,low,,low,,0,,,,,1,1,0,,,0,,,,,0,,,,,dinner,,0,,1,,,,,,,,1,,,1,,,0,0,,small,0,,medium,,,,,,1,,,,medium,,,,,low,,,,,,,medium,,,,,,,,,,,,323
1,,,,,0,,0,0,0,,,1,,,,,1,,0,,,,,,,1,,,,,,,,1,medium,sauteed,,,,,,,0,,,low,,low,,,,,1,,,1,,,,,,,0,1,0,0,,,,dinner,,,0,1,,,,,,,,,,,,,,,,,small,,high,,,,1,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,1,0,,,,,323
1,,,,,,,0,,,,,,0,,1,,1,,0,medium,1,medium,1,,0,1,,,,,0,,,,,,,,,,,,,0,,,,low,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,high,,,,,,,1,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,323
1,,,,,0,,,,0,0,,1,,,1,,1,,,,1,,1,,,1,,0,,,,,,,,sauteed,,,,french,,,,,,low,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,0,0,1,0,,,,,,,,small,,,,,,,,,1,,,,medium,,,,,low,,low,,,,0,medium,,,,,,1,,,,,,323
1,1,,,,0,,1,,,,,1,1,,,,,,,low,1,,,,,,,,,,,,,,,steamed,,,,,1,1,,,1,,,,1,,,,1,,,,,0,,,,,,,0,,,,,snack,,0,,,,,0,,,,,1,,,,,,,,,,,low,,,,,,,,,,,medium,1,,,0,,,,0,,,0,,1,0,1,,,,,,,,,324
1,,,,,,,1,,0,,,1,1,0,,,,,,,,low,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,0,,,1,,,,,,,,,,,0,,,0,,,,,,1,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,low,,,,0,,,low,1,,1,0,,,,,,,,324
,1,,,,0,,,,,,0,1,1,0,,,,,,,1,,,,,,0,0,,,0,,,,,,,,,mexican,1,1,,,1,,,low,1,,,,1,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,,,0,,,,,,,,medium,,,,0,,,,,,medium,,,1,0,,,,,,,,,,,1,,,,,,,,,324
,1,,,,,,1,,,,,1,1,,,,,,,,1,low,,,0,,,0,,,,,,,,steamed,0,,,mexican,1,1,,,1,,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,0,,0,,0,,,0,1,,,,,,,,,large,,low,medium,,,,,,,,,,,,1,1,,low,,,,,,,,1,,1,,,,,0,,,,324
,1,,,,,,1,,0,,,1,1,,,,,,,,1,low,,,,,,0,0,,,,,,rare,steamed,,,,,1,,,,1,high,,low,1,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,,,0,,,,,medium,,,,,,,0,,,,,,,,low,,,,,,,low,1,,1,,,,,,,,,324
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0,,well,,,1,,,,,1,,,high,,,0,,,,1,,0,,,,,,0,,0,,,,1,,,snack,,,,,,,,,,,,,,1,,,,,,0,small,,,,,,1,,,,,,,high,,,,,low,0,,,,,,,,,,0,0,,1,0,,,,325
,,,,,0,,,,,,,,,,,,,,,,,,0,,,1,,1,0,,,,0,,,,,,,italian,,,,,0,high,,,,,,0,1,1,,,,,,,,,,,,,1,,,snack,,,,,,,,,,,,0,,1,,,,,,,,,medium,low,,,1,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,,0,,,325
,,,,,,,,,,,,,,,,,,,,low,,low,,,,1,,1,,,,0,,,well,,,,0,italian,,,1,,0,high,0,,0,,,,1,1,,0,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,1,,,,1,,,,,,low,,0,1,,,,1,0,,high,,,0,0,low,,,,,,,high,,,1,,,,1,,0,,,325
,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,1,,1,,0,,,0,,well,steamed,,1,,italian,0,,,,,high,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,,0,small,,,,,,1,,0,,,,,high,,,,,,,low,,,,0,high,,,1,,,,1,,0,,,325
,,,,,,0,,,,,,,,,,,,,,low,,low,0,,,,,,,,,,,,well,,,1,,italian,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,0,medium,low,,,1,,,,1,,,,,,,,,,low,,,,0,,,,1,,0,,1,,,,,325
,,,,1,,1,,,0,,,0,,,,0,,,,,,high,,,0,1,,,,,,,,,,smoked,,,,,,,0,,1,low,1,low,1,0,,,1,,,,1,,1,,,0,,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,0,1,,1,,high,,,,,,1,1,,,low,,,,,low,,low,,,,,,,,,1,,,0,,,,,326
,,,,1,,1,,,0,,,,,1,,,0,,,low,,,,0,0,1,,,,,,,,,,smoked,,,,,1,,,,1,low,1,low,,,,,,,,,1,,1,,,0,,1,,,0,,,breakfast,,1,,1,0,,,0,,0,,,1,,,,,,,1,,1,,,,,,,,1,1,,,low,,,,,low,,low,,1,,1,medium,,,,,,,,,,,,326
,,,,,,1,,,,,,,,1,,0,,,,,,,,,,1,,1,,,,,0,,well,smoked,,,,,1,,,,1,,,low,1,,,,1,,,,1,,,,,0,,,,,,,,breakfast,,,,,,,,,,,,,,1,1,,,,,,small,1,,,,,,,,,,,,,,,,,,,low,,1,,1,medium,1,,,1,,,,,,,,326
,,0,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,0,,,,smoked,0,,,,1,0,0,,1,low,1,low,1,,,,1,,,,1,,,,,,,,,,,1,,breakfast,,1,,,,0,,,0,,,,1,1,1,,0,,,1,,,,high,,,,,,,1,,,,,,,,low,,low,,1,,,,1,,,1,,0,,,,,,326
,,,,0,1,0,0,,,,,,1,,0,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,0,,1,,1,1,,,,breakfast,,,,0,0,,0,1,,,,0,0,,,,,,,,,,low,,,,,,1,,,1,,,,,0,,,,,,,1,,low,,0,1,,,,,,1,,1,327
,,,,,1,0,,,,,0,,1,1,,,,,0,low,1,,,,1,,,,,0,,,,,,,,,,,,,,1,,low,,low,,1,,,1,,,,,,,,,,1,,1,1,,,,,0,,,,,,,1,,,,,,,,,,1,,,large,,,medium,0,,,,1,,,1,,,,,0,,,,high,,,1,,,,,1,,,,,,,,,327
